Calle,Colonia,Delegacin,EspecialistasFaltantesseparaporcomas,Estado,Foto,HerramientasExistentes,HerramientasFaltantes,Hora,HoradelReporte,ManodeObraExistente,ManodeObraFaltante,MedicamentosExistentes,MedicamentosFaltantes,Municipio,NmeroExterioroAproximado,NmerodePersonasAtrapadas,NmerodePersonasDesaparecidas,NmerodePersonasFallecidas,NmerodePersonasLesionadas,NmerodePersonasRescatadas,OtraReferenciadeUbicacin,Timestamp,TipoDao,TipodeInfraestructura,TipodeUso,TipodelDao,Verificado,VveresExistentes,VveresFaltantes,VveresSobrantes,latitud,longitud
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:56:08,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Víveres,19.468696249313,-99.1162490844727
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:56:27,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Camioneta con pocas palas y cascos un poco de material medico,19.3302586070007,-99.1306686401367
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:58:51,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda,19.3701018529098,-99.0822601318359
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:01:55,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,7 personas,19.3590892459343,-99.0190887451172
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:03:44,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Comida preparada,19.4253965535572,-99.1339302062988
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:04:14,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Gatotades palas en interlomas ,19.4381043908595,-99.1962432861328
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:04:21,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Gatotades palas en interlomas ,19.4005445986247,-99.2140960693359
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:07:07,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Transporte de medicamentos en bici,19.3547973667957,-99.1492080688476
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:15:57,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Viveres,19.3831015819675,-99.0058241214137
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:15:58,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Viveres,19.3831015819675,-99.0058241214137
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:16:50,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Manos para empacar o ayudar a cientos de acopio para organizar cosas ,17.9552193042878,-98.7753295898437
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:17:51,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Brigada de 100 personas ,19.3038530515677,-99.1292953491211
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:17:55,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Donaciones, voluntarios y refugio mascotas",19.3597370669365,-99.2923736572266
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:17:56,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Manos voluntario,19.3770653232977,-99.1910076141357
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:18:14,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Brigada de 100 personas ,19.2962383876694,-99.1322135925293
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:18:45,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Brigada de 100 personas ,19.3890482731095,-99.1425132751465
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:19:04,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Brigada de 100 personas ,19.3979539482677,-99.1667175292969
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:19:21,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Brigada de 100 personas ,19.3913152184714,-99.1722106933594
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:19:53,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,ayuda,19.3831378742754,-99.0676099061966
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:23:33,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Comida para perro,19.3663315358358,-99.1115498542786
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:30:22,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Parecetamol, ketorolaco, ibuprofeno, diclofenaco y escitalopram",19.3152888210399,-99.1474824590205
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:32:23,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,transporte en bici,19.4001802909107,-99.1445624828339
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:39:24,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda,19.3785227561794,-99.1770172119141
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:45:52,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Comida ,19.395231697006,-99.1701507568359
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:48:03,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Apoyo a remover escombros, cargar víveres, auxilio general",19.5643192199444,-99.0026092529297
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:54:21,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Medicinas ,19.3474280278871,-99.1818237304688
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:55:19,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Comida,19.5513786440659,-99.0293884277344
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:01:45,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Comida, hospedaje, baño, agua, teléfono",19.4028366826123,-99.1662400960922
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:06:11,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Servicio médico veterinario,19.5047891948568,-99.1650929278694
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:11:48,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Viveres, manos,",19.3793526774102,-99.140442609787
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:17:22,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Lo que sea y se ofrezca ,19.4326814226786,-99.1841411590576
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:25:03,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Como voluntaria centros de acopio, ayuda en hospital, etc",19.4110946757239,-99.1625280903827
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:28:19,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,AYUDA VOLUNTARIA,19.2991118908297,-99.1423158001271
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:31:28,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Ayuda publicitaria, creación de redes, transporte, voluntariado",19.4316696548382,-99.1650223731994
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:32:03,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda,19.4109067874948,-99.2147827148438
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:50:15,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,2 tolvas de 30m2,19.3419951,-99.1485974
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:50:24,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,2 tolvas de 30m2,19.3419951,-99.1485974
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:50:55,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Centro de acopio,19.3943917366801,-99.178991317749
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 21:03:40,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Sándwiches estoy en taxquena ,19.3328098379895,-99.1404962539673
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 21:11:50,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Tortas, café y papel higiénico",19.3409492132749,-99.1612243652344
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 21:11:51,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Tortas, café y papel higiénico",19.3409492132749,-99.1612243652344
Amsterdam ,Hipódromo Condesa,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,107.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos",No sé,No sé,1-5,Esquina Con Laredo ,9/20/2017 17:33:28,Derrumbe,Edificio,Habitacional,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4128562,-99.1709014
Calzada de la viga,Escuadron 201,Iztapalapa,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,1756.0,1-5,,No sé,,,Atanasio G. Sarabia y Jorge Enciso,9/20/2017 17:50:07,Derrumbe,Edificio,Hospital,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.361276999999998,-99.1218646
Rancho de Los Arcos,Los girasoles II,Tlalpan,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,40.0,No sé,No sé,No sé,"Sí, pero no sé cuántos",No sé,Entre Rancho Vista hermosa y Calzada del hueso,9/20/2017 18:34:08,Derrumbe,Edificio,Habitacional,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3047442,-99.123019
 Conjunto Urbano Tlalpan,Cerro San Antonio,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,no,,"Solución salina, hatman, venocrisis, oxígeno en tanque. ",,0.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos",Multifamilares tlalpan ,9/20/2017 18:39:22,Derrumbe,Edificio,Habitacional,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.340850600000003,-99.1432918
Cerro San Antonio,Tránsito ,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,3.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos",No sé,"Sí, pero no sé cuántos",No sé,,9/20/2017 18:43:45,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3397154,-99.1422537
Zapata,Emprendedores,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,nada,"Cascos, chalecos, guantes, cubre bocas, lámparas, extensiones, pilas.",,,No necesitan gente,Si tienes info entra a: http://bit.ly/Verificado19s,nada,nada,,0.0,"Sí, pero no sé cuántos",No sé,No sé,"Sí, pero no sé cuántos",No sé,Peten,9/20/2017 18:45:36,Derrumbe,,,Derrumbe,,nada,nada,Si tienes info entra a: http://bit.ly/Verificado19s,19.3717412,-99.22999190000002
Valladolid,Roma Norte,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,"Palas, picos","Cisayas, ceguetas, mazos, gatos hidraulicos industriales",,,Civiles voluntarios,"Medicos, peritos estructuristas, arquitectos, paramedicos, ingenieros",,"Epinefrina, morfina, antibioticos, antisepticos",,0.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos",0,,9/20/2017 19:03:40,Derrumbe,Edificio,Mixto,Derrumbe,Sí,Agua,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.421937699999997,-99.1687285
