"coordenadas","X","Calle","Colonia","Delegacion","Estado","Foto","HerramientasFaltantes","HerramientasSobrantes","Hora","HoradelReporte","ManodeObraFaltante","ManodeObraSobrantes","MedicamentosFaltantes","MedicamentosSobrantes","NumeroExterioroAproximado","NumerodePersonasAtrapadas","NumerodePersonasDesaparecidas","NumerodePersonasFallecidas","NumerodePersonasLesionadas","NumerodePersonasRescatadas","OtraReferenciadeUbicacion","Timestamp","TipodeInfraestructura","TipodeUso","TipodelDano","Verificado","ViveresFaltantes","ViveresSobrantes","latitud","longitud","cp_Verificado","ciudad_municipio_Verificado","estado_Verificado","pais_Verificado","lat_Verificado","long_Verificado"
"-103.4756929, 20.6432022",4,NA,"el fortin","zapopan","jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:11:47",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Artículos de limpieza, Ropa",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",4,NA,"el fortin","zapopan","jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:11:47",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Artículos de limpieza, Ropa",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",201,NA,"Zapopan ","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 22:38:39",NA,NA,"Ofrezco",NA,"Manos",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",201,NA,"Zapopan ","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 22:38:39",NA,NA,"Ofrezco",NA,"Manos",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",201,NA,"Zapopan ","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 22:38:39",NA,NA,"Ofrezco",NA,"Manos",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",201,NA,"Zapopan ","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 22:38:39",NA,NA,"Ofrezco",NA,"Manos",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",267,NA,"Zapopan ","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:19:08",NA,NA,"Ofrezco",NA,"Manos",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",267,NA,"Zapopan ","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:19:08",NA,NA,"Ofrezco",NA,"Manos",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",267,NA,"Zapopan ","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:19:08",NA,NA,"Ofrezco",NA,"Manos",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",267,NA,"Zapopan ","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:19:08",NA,NA,"Ofrezco",NA,"Manos",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",41,NA,"EL FORTIN","ZAPOPAN","JALISCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:20:01",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",41,NA,"EL FORTIN","ZAPOPAN","JALISCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:20:01",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",41,NA,"EL FORTIN","ZAPOPAN","JALISCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:20:01",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",41,NA,"EL FORTIN","ZAPOPAN","JALISCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:20:01",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.6923157, 19.231405",305,NA,"Porvenir ll","Lerma","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 02:01:04",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Medicamentos, Ropa, Llamadas a los familiares, ayudará contactar",NA,19.231405,-103.6923157,28048,"Colima","Colima","Mexico",19.231405,-103.6923157
"-103.709369, 20.666865",245,NA,"Obrera","Tala","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:43:50",NA,NA,"Ofrezco",NA,"Comida, Agua, Asistencia médica",NA,20.666865,-103.709369,45308,"Tala","Jalisco","Mexico",20.666865,-103.709369
"-104.3522793, 19.1207004",113,NA,"Santiago","","Colima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:43:58",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,19.1207004,-104.3522793,28860,"Manzanillo","Colima","Mexico",19.1207004,-104.3522793
"-104.8403544, 21.4893585",745,NA,"Villas de la cantera","Tepic, Nayarit","Nayarit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:13:27",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Artículos de limpieza, Medicamentos, Ropa, Gasolina",NA,21.4893585,-104.8403544,63173,"Tepic","Nayarit","Mexico",21.4893585,-104.8403544
"-105.226063, 20.6090744",765,NA,"El Caloso ","Puerto vallarta","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:50:33",NA,NA,"Ofrezco",NA,"Donativo",NA,20.6090744,-105.226063,48360,"Puerto Vallarta","Jalisco","Mexico",20.6090744,-105.226063
"-105.2302456, 20.6195162",68,NA,"vta 500","puerto Vallarta","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:50:09",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Ropa",NA,20.6195162,-105.2302456,48350,"Puerto Vallarta","Jalisco","Mexico",20.6195162,-105.2302456
"-106.1125201, 28.5921247",318,NA,"Esperanza","Chihuahua","Chihuahua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estoy en Chihuahua pero de ser necesario puedo estar en unos hrs donde se necesite","2017-09-20 03:49:57",NA,NA,"Ofrezco",NA,"Manos, Asistencia médica, Medicamentos",NA,28.5921247,-106.1125201,31414,"Chihuahua","Chihuahua","Mexico",28.5921247,-106.1125201
"-106.3534165, 31.6095729",250,NA,"Del Valle Sur ","Benito Juárez ","Ciudad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:46:21",NA,NA,"Ofrezco",NA,"Agua, Refugio / Dónde dormir",NA,31.6095729,-106.3534165,NA,"Ciudad Juárez","Chihuahua","Mexico",31.6095729,-106.3534165
"-106.400895, 31.5951153",212,NA,"Haciendas del Real","","Chihuahua ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 22:54:34",NA,NA,"Ofrezco",NA,"Llamadas telefónicas, enlace con autoridades, gestión de alojamiento ",NA,31.5951153,-106.400895,NA,"Ciudad Juárez","Chihuahua","Mexico",31.5951153,-106.400895
"-106.4192394, 23.2304863",1012,NA,"Insurgentes","Mazatlan ","Sinaloa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 19:30:15",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos",NA,23.2304863,-106.4192394,82018,"Mazatlán","Sinaloa","Mexico",23.2304863,-106.4192394
"-106.4406786, 31.7273122",53,NA,"Arb","Gustavo A Madero","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:33:53",NA,NA,"Ofrezco",NA,"Agua, Manos, Artículos de limpieza, Ropa",NA,31.7273122,-106.4406786,NA,"Ciudad Juárez","Chihuahua","Mexico",31.7273122,-106.4406786
"-106.4625624, 31.7311292",443,NA,"Veneros","","Chihuahua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 11:30:52",NA,NA,"Ofrezco",NA,"Manos, Asistencia médica",NA,31.7311292,-106.4625624,32330,"Ciudad Juárez","Chihuahua","Mexico",31.7311292,-106.4625624
"-106.4764529, 31.7433367",612,NA,"Juarez","Cuauhtemoc","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 16:50:07",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",NA,31.7433367,-106.4764529,32010,"Ciudad Juárez","Chihuahua","Mexico",31.7433367,-106.4764529
"-106.4850217, 31.7618778",541,NA,"","","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estoy fuera de CDMX, pero a través de llamadas, textos y redes estoy ayudando a coordinar entregas de donaciones, comunicar información relevante. Tengo habilidades de diseño gráfico para comunicación","2017-09-20 14:32:30",NA,NA,"Ofrezco",NA,"comunicación y logística via teléfonica y redes",NA,31.7618778,-106.4850217,79901,"El Paso","Texas","United States",31.7618778,-106.4850217
"-106.8520281, 28.4211079",821,NA,"Independencia ","","CD.MX. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 10:26:22",NA,NA,"Ofrezco",NA,"Transporte, Manos / Voluntarios",NA,28.4211079,-106.8520281,31530,"Ciudad Cuauhtémoc","Chihuahua","Mexico",28.4211079,-106.8520281
"-107.4450614, 24.8161603",622,NA,"Acueducto 1","Culiacán","Sinaloa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 17:12:50",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos / Voluntarios",NA,24.8161603,-107.4450614,80058,"Culiacán Rosales","Sinaloa","Mexico",24.8161603,-107.4450614
"-109.9392655, 27.479008",409,NA,"Campestre","Cajeme","Sonora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:49:15",NA,NA,"Ofrezco",NA,"Llamadas telefónicas ",NA,27.479008,-109.9392655,85160,"Ciudad Obregón","Sonora","Mexico",27.479008,-109.9392655
"-117.0301235, 32.4933363",75,NA,"Residencial Agua Caliente","Tijuana","Baja California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:11:24",NA,NA,"Ofrezco",NA,"$500 pesos",NA,32.4933363,-117.0301235,22630,"Tijuana","Baja California","Mexico",32.4933363,-117.0301235
"-117.8311428, 33.7174708",892,NA,"N/a","","California ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hello my name is Barbara and I have started a fundraiser and I would like more information on places I can either donate money , food or clothing. Please contact me at your earliest convenience.","2017-09-21 12:46:27",NA,NA,"Ofrezco",NA,"Comida, Asistencia médica, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",NA,33.7174708,-117.8311428,NA,"Tustin","California","United States",33.7174708,-117.8311428
"-80.1372757, 25.8176795",776,NA,"Miami beach","","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 02:36:55",NA,NA,"Ofrezco",NA,"Coordinacion, ayuda psicologica, equipos de video y audio, manejo de informscion y redes soc. ",NA,25.8176795,-80.1372757,33140,"Miami Beach","Florida","United States",25.8176795,-80.1372757
"-83.0039075, 42.464947",843,NA,"No entiendo lo siento","","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 10:58:51",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",NA,42.464947,-83.0039075,48089,"Warren","Michigan","United States",42.464947,-83.0039075
"-86.8496398, 21.1390859",128,NA,"Smnz 47","Benito Juarez","Quintana roo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:57:24",NA,NA,"Ofrezco",NA,"Manos",NA,21.1390859,-86.8496398,77533,"Cancún","Quintana Roo","Mexico",21.1390859,-86.8496398
"-86.9567764, 20.4898051",114,NA,"San Miguel 2","Cozumel","Quintana roo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:44:02",NA,NA,"Ofrezco",NA,"Manos",NA,20.4898051,-86.9567764,NA,"San Miguel de Cozumel","Quintana Roo","Mexico",20.4898051,-86.9567764
"-89.6007894, 21.0103929",1025,NA,"Montecristo","","Yucatán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 22:10:15",NA,NA,"Ofrezco",NA,"Ropa",NA,21.0103929,-89.6007894,97133,"Mérida","Yucatán","Mexico",21.0103929,-89.6007894
"-92.9458487, 17.9992452",839,NA,"Tabasco 2000","Centro ","Tabasco ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 camión de 4 toneladas de equipo, 1 trailer con ayuda, estamos en Puebla avanzando a CDMX y morelos","2017-09-21 10:52:43",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa, Palas, picos, equipo se protección personal para rescatistas, marros, cortadoras, cubetas, medicamentos, material de curación, etc. ",NA,17.9992452,-92.9458487,86035,"Villahermosa","Tabasco","Mexico",17.9992452,-92.9458487
"-92.9841749, 17.9413032",94,NA,"buenavista 1ra","centro ","tabasco ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:27:20",NA,NA,"Ofrezco",NA,"Manos",NA,17.9413032,-92.9841749,NA,"Río Viejo 1ra Sección","Tabasco","Mexico",17.9413032,-92.9841749
"-94.4156368, 18.1487284",668,NA,"Centro","Coatzacoalcos","Veracruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mañana salgo para CDMX","2017-09-20 19:13:22",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,18.1487284,-94.4156368,96400,"Coatzacoalcos","Veracruz","Mexico",18.1487284,-94.4156368
"-96.1126125, 19.1449156",295,NA,"Joyas de mocambo ","Boca del río ","Veracruz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 01:32:27",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.1449156,-96.1126125,94297,"Veracruz","Veracruz","Mexico",19.1449156,-96.1126125
"-96.1831947, 19.2102729",767,NA,"Astilleros","Veracruz","Veracruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 02:07:27",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.2102729,-96.1831947,91800,"Veracruz","Veracruz","Mexico",19.2102729,-96.1831947
"-96.9227628, 19.5420711",623,NA,"Aguacatal ","Xalapa ","Veracruz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 17:14:39",NA,NA,"Ofrezco",NA,"Comida, Artículos de limpieza",NA,19.5420711,-96.9227628,91130,"Xalapa Enríquez","Veracruz","Mexico",19.5420711,-96.9227628
"-96.9364898, 19.5470558",434,NA,"Adolfo López Mateos ","Xalapa","Veracruz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hablo inglés al 100%. Quero ayudar a niños especialmente. Pero en general hay información de ayuda que traducir para tener ayuda del extranjero. Hay niños que necesitan quien les de algo en que pensar que no sea terror. Alguna vez leí que en holanda daban clases de arte en los refugios a niños como terapia. Quiero hacer eso.","2017-09-20 11:23:14",NA,NA,"Ofrezco",NA,"Soy diseñador gráfico / maestra de arte / cocinera ",NA,19.5470558,-96.9364898,91020,"Xalapa Enríquez","Veracruz","Mexico",19.5470558,-96.9364898
"-96.9565557, 19.5556041",526,NA,"Buenavista","Xalapa","veracruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 14:05:04",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.5556041,-96.9565557,91014,"Xalapa Enríquez","Veracruz","Mexico",19.5556041,-96.9565557
"-96.9598347, 19.4545894",964,NA,"Centro","San Francisco Xochiteopan","Estado ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Se necesita ayuda en San Francisco Xochiteopan","2017-09-21 15:34:05",NA,NA,"Necesito",NA,"Comida, Manos / Voluntarios",NA,19.4545894,-96.9598347,91500,"Coatepec","Veracruz","Mexico",19.4545894,-96.9598347
"-97.1009488, 18.8476233",257,NA,"Centro","","Veracruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No gasten batería, cuenten conmigo para realizar llamadas a quienes necesiten avisar","2017-09-19 23:58:38",NA,NA,"Ofrezco",NA,"Llamadas telefónicas",NA,18.8476233,-97.1009488,94300,"Centro","Veracruz","Mexico",18.8476233,-97.1009488
"-97.3906201, 18.4869197",789,NA,"Lomas de las Palmas","Huixquilucan","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 07:41:34",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza",NA,18.4869197,-97.3906201,75719,"Tehuacán","Puebla","Mexico",18.4869197,-97.3906201
"-97.3969089, 18.4724476",292,NA,"Jacarandas","","Puebla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 01:28:33",NA,NA,"Ofrezco",NA,"Manos, Ropa",NA,18.4724476,-97.3969089,75730,"Tehuacán","Puebla","Mexico",18.4724476,-97.3969089
"-97.4382192, 19.8829172",794,NA,"Av. reforma ","Hueyapan ","Puebla ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 08:41:33",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,19.8829172,-97.4382192,NA,"Hueyapan","Puebla","Mexico",19.8829172,-97.4382192
"-97.5317631, 19.0977497",751,NA,"Aljojuca","Aljojuca","Puebla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:51:30",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,19.0977497,-97.5317631,NA,"Aljojuca","Puebla","Mexico",19.0977497,-97.5317631
"-97.826976, 25.6736233",636,NA,"Del Valle ","Benito Juárez ","México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 17:41:16",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,25.6736233,-97.826976,87507,"Valle Hermoso","Tamaulipas","Mexico",25.6736233,-97.826976
"-97.9179256, 18.0831157",730,NA,"LAS QUE REQUIERAN APOYO","","PUEBLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASISTENCIA PSICOSOCIAL","2017-09-20 22:46:22",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,18.0831157,-97.9179256,NA,"Petlalcingo","Puebla","Mexico",18.0831157,-97.9179256
"-98.0533379, 18.1946968",932,NA,"La Palma","","Puebla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Me ha llegado información del Hospital General de Acatlán, Puebla. Ahí están llegando todos los heridos de la Mixteca poblana (Izúcar de Matamoros, Piaxtla, Tehuizingo, Tulcingo y pueblitos alrededor). ","2017-09-21 14:21:02",NA,NA,"Necesito",NA,"Medicamentos, - Jeringas - Guantes - cubrebocas  - Punzocat  - Solución fisiológica y Hartman - vendas de 10 cm - agua oxigenada  - equipo de venoclisis - tela adhesiva  - pañales para bebé y para adulto - apósitos",NA,18.1946968,-98.0533379,74949,"Acatlán de Osorio","Puebla","Mexico",18.1946968,-98.0533379
"-98.1215677, 19.0699079",32,NA,"Xonacatepec","Puebla","Puebla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:02:12",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Manos, Artículos de limpieza, Medicamentos, Ropa",NA,19.0699079,-98.1215677,72229,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0699079,-98.1215677
"-98.1741482, 19.0742204",757,NA,"San Pedro","Puebla","Puebla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:25:27",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios",NA,19.0742204,-98.1741482,72210,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0742204,-98.1741482
"-98.1784177, 19.0771651",868,NA,"Roma ","","Puebla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 11:52:58",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Artículos de limpieza, Medicamentos, Ropa",NA,19.0771651,-98.1784177,72210,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0771651,-98.1784177
"-98.194941, 19.040396",151,NA,"Centro, ayuda en derrumbes, hospitales, y albergues","Puebla","Puebla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:14:13",NA,NA,"Ofrezco",NA,"Agua, Manos, Ropa",NA,19.040396,-98.194941,72000,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.040396,-98.194941
"-98.1966943, 19.0444606",709,NA,"centro","puebla","puebla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ofrezco manos","2017-09-20 21:45:30",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.0444606,-98.1966943,72000,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0444606,-98.1966943
"-98.1987443, 19.0259359",702,NA,"Anzures","Puebla","Puebla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 21:31:30",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.0259359,-98.1987443,72530,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0259359,-98.1987443
"-98.2061996, 19.0412967",500,NA,"Analco.","Puebla de Zaragoza.","Puebla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trabajar sin importar nada. ","2017-09-20 13:09:24",NA,NA,"Ofrezco",NA,"Manos",NA,19.0412967,-98.2061996,72410,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0412967,-98.2061996
"-98.2061996, 19.0412967",500,NA,"Analco.","Puebla de Zaragoza.","Puebla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trabajar sin importar nada. ","2017-09-20 13:09:24",NA,NA,"Ofrezco",NA,"Manos",NA,19.0412967,-98.2061996,72410,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0412967,-98.2061996
"-98.2061996, 19.0412967",500,NA,"Analco.","Puebla de Zaragoza.","Puebla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trabajar sin importar nada. ","2017-09-20 13:09:24",NA,NA,"Ofrezco",NA,"Manos",NA,19.0412967,-98.2061996,72410,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0412967,-98.2061996
"-98.2061996, 19.0412967",500,NA,"Analco.","Puebla de Zaragoza.","Puebla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trabajar sin importar nada. ","2017-09-20 13:09:24",NA,NA,"Ofrezco",NA,"Manos",NA,19.0412967,-98.2061996,72410,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0412967,-98.2061996
"-98.2061996, 19.0412967",500,NA,"Analco.","Puebla de Zaragoza.","Puebla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trabajar sin importar nada. ","2017-09-20 13:09:24",NA,NA,"Ofrezco",NA,"Manos",NA,19.0412967,-98.2061996,72410,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0412967,-98.2061996
"-98.2061996, 19.0412967",500,NA,"Analco.","Puebla de Zaragoza.","Puebla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trabajar sin importar nada. ","2017-09-20 13:09:24",NA,NA,"Ofrezco",NA,"Manos",NA,19.0412967,-98.2061996,72410,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0412967,-98.2061996
"-98.2061996, 19.0412967",500,NA,"Analco.","Puebla de Zaragoza.","Puebla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trabajar sin importar nada. ","2017-09-20 13:09:24",NA,NA,"Ofrezco",NA,"Manos",NA,19.0412967,-98.2061996,72410,"Heroica Puebla de Zaragoza","Puebla","Mexico",19.0412967,-98.2061996
